Date,Open,High,Low,Close,Adj Close,Volume
2022-04-25,628.799988,634.799988,613.200012,632.400024,618.644348,2689588
2022-04-26,637.599976,638.599976,618.400024,618.799988,605.340088,3729170
2022-04-27,620.200012,624.200012,611.000000,618.400024,604.948914,2810026
2022-04-28,623.000000,633.000000,622.000000,633.000000,619.231262,4647302
2022-04-29,633.799988,638.799988,631.400024,634.799988,620.992065,2126496
2022-05-03,632.000000,638.000000,627.599976,634.599976,620.796448,2439013
2022-05-04,629.799988,634.200012,624.799988,626.400024,612.774841,2741148
2022-05-05,638.000000,638.799988,615.799988,615.799988,602.405396,1729321
2022-05-06,612.400024,615.599976,577.400024,579.400024,566.797180,2992442
2022-05-09,575.799988,578.799988,556.599976,560.400024,548.210449,3186015
2022-05-10,566.799988,568.799988,550.599976,550.599976,538.623535,2955792
2022-05-11,553.799988,561.000000,548.000000,557.200012,545.080078,3896055
2022-05-12,545.799988,553.200012,537.000000,552.599976,540.580017,4714565
2022-05-13,555.799988,559.799988,538.400024,559.799988,547.623474,1616036
2022-05-16,558.599976,561.400024,553.000000,556.400024,544.297424,1591023
2022-05-17,556.599976,571.599976,553.000000,564.000000,551.732117,1390778
2022-05-18,567.200012,574.408020,556.599976,556.599976,544.493042,2101400
2022-05-19,549.400024,556.599976,531.200012,536.599976,524.928101,2973422
2022-05-20,540.000000,550.599976,537.200012,550.599976,538.623535,2518985
2022-05-23,558.599976,563.599976,555.000000,556.599976,544.493042,4126090
2022-05-24,552.799988,560.799988,550.000000,553.400024,541.362732,3139962
2022-05-25,558.599976,570.400024,553.799988,566.000000,553.688599,3332894
2022-05-26,573.400024,586.000000,571.000000,581.000000,568.362305,6079276
2022-05-27,590.799988,591.599976,570.599976,576.799988,564.253662,3878314
2022-05-30,581.200012,596.400024,580.599976,590.799988,577.949158,8531875
2022-05-31,589.599976,592.250000,584.200012,589.599976,576.775208,6689810
2022-06-01,593.400024,600.000000,582.088013,586.799988,574.036194,4535430
2022-06-06,591.000000,592.400024,581.000000,589.599976,576.775208,2289037
2022-06-07,587.599976,589.000000,572.599976,576.599976,564.058044,4204953
2022-06-08,577.799988,580.599976,567.599976,570.799988,558.384155,2874034
2022-06-09,565.400024,566.599976,557.731995,558.400024,546.253906,2534428
2022-06-10,553.599976,555.799988,547.000000,552.599976,540.580017,2725806
2022-06-13,543.200012,546.799988,530.799988,533.000000,521.406433,3718848
2022-06-14,539.000000,539.000000,513.143005,513.400024,502.232758,5397972
2022-06-15,518.400024,523.400024,512.599976,522.000000,510.645660,4581844
2022-06-16,518.599976,518.599976,499.500000,499.500000,488.635101,3776904
2022-06-17,501.000000,517.200012,499.399994,517.000000,505.754425,7680762
2022-06-20,519.799988,526.200012,515.599976,526.200012,514.754333,2146770
2022-06-21,526.200012,531.799988,525.000000,529.400024,517.884705,4368423
2022-06-22,522.599976,538.000000,516.599976,536.599976,524.928101,5555176
2022-06-23,532.000000,533.799988,522.799988,531.200012,519.645508,2509880
2022-06-24,533.799988,552.400024,533.799988,550.000000,538.036682,5356294
2022-06-27,555.000000,556.000000,543.799988,551.599976,539.601807,2435675
2022-06-28,552.799988,561.400024,549.799988,552.400024,540.384460,5669012
2022-06-29,545.200012,556.400024,540.599976,551.000000,539.014893,2345130
2022-06-30,542.599976,557.400024,540.799988,555.000000,542.927917,3484261
2022-07-01,547.799988,552.599976,536.400024,542.200012,530.406311,2063027
2022-07-04,553.599976,560.000000,550.000000,559.599976,547.427795,2151770
2022-07-05,560.200012,566.400024,557.599976,563.200012,550.949463,5420610
2022-07-06,572.599976,590.599976,571.000000,587.200012,574.427490,4097527
2022-07-07,590.799988,592.599976,583.200012,584.200012,571.492737,2126496
2022-07-08,585.599976,594.200012,581.799988,592.000000,579.123047,1948794
2022-07-11,582.400024,591.799988,580.000000,590.200012,577.362183,1487349
2022-07-12,584.400024,587.200012,580.799988,586.000000,573.253540,2432540
2022-07-13,585.000000,585.599976,563.000000,570.799988,558.384155,2039928
2022-07-14,571.599976,574.200012,560.200012,567.400024,555.058167,2481590
2022-07-15,564.400024,578.200012,562.200012,578.200012,565.623291,1838947
2022-07-18,581.200012,592.599976,578.200012,588.000000,575.210083,4530393
2022-07-19,584.000000,592.000000,578.400024,589.799988,576.970886,1275293
2022-07-20,595.599976,601.000000,592.200012,600.400024,587.340332,1417746
2022-07-21,603.400024,618.000000,600.799988,615.200012,601.818420,1958789
2022-07-22,614.799988,620.799988,609.799988,612.400024,599.079346,2189386
2022-07-25,609.400024,611.400024,602.799988,603.599976,590.470703,1392868
2022-07-26,606.799988,608.799988,593.599976,598.200012,585.188232,2128669
2022-07-27,600.000000,612.400024,590.400024,612.400024,599.079346,3995899
2022-07-28,616.200012,624.400024,612.000000,622.400024,608.861816,1689790
2022-07-29,622.799988,632.599976,622.599976,629.599976,615.905212,2224087
2022-08-01,634.000000,647.000000,630.400024,646.200012,632.144104,1472569
2022-08-02,644.400024,645.810974,624.200012,630.400024,616.687805,1981472
2022-08-03,630.799988,651.400024,629.799988,649.400024,635.274536,3955903
2022-08-04,650.400024,668.000000,650.400024,664.200012,649.752686,2034444
2022-08-05,667.400024,672.000000,653.200012,653.400024,639.187561,1707034
2022-08-08,655.599976,666.200012,655.599976,661.799988,647.404785,3354227
2022-08-09,663.799988,666.599976,644.200012,644.200012,630.187622,3763499
2022-08-10,642.200012,663.200012,636.000000,663.200012,648.774353,4592796
2022-08-11,663.599976,672.947998,658.599976,664.400024,649.948242,5201162
2022-08-12,662.000000,662.000000,656.400024,658.799988,644.470032,4375383
2022-08-15,653.799988,669.200012,652.521973,664.799988,650.339539,1492255
2022-08-16,667.599976,667.599976,652.799988,658.000000,643.687439,2112589
2022-08-17,662.599976,663.599976,656.599976,658.400024,644.078796,1935506
2022-08-18,658.599976,667.400024,654.200012,667.400024,652.882996,2654213
2022-08-19,664.200012,681.000000,662.400024,675.000000,660.317688,5759240
2022-08-22,673.200012,677.000000,662.200012,672.000000,657.382874,2239276
2022-08-23,669.200012,676.000000,651.400024,660.799988,646.426514,2956567
2022-08-24,658.799988,666.400024,653.799988,666.200012,657.178955,3327235
2022-08-25,663.400024,665.000000,655.000000,663.200012,659.665649,851060
2022-08-26,664.200012,664.400024,650.000000,650.599976,647.132751,1475805
2022-08-30,642.400024,661.000000,639.724976,648.400024,644.944519,3209045
2022-08-31,655.200012,657.799988,644.000000,651.799988,648.326355,2845089
2022-09-01,644.000000,652.599976,628.799988,631.000000,627.637268,2606831
2022-09-02,636.400024,647.400024,633.799988,647.400024,643.949890,3361799
2022-09-05,638.799988,641.200012,626.799988,632.400024,629.029785,5357164
2022-09-06,632.400024,654.400024,632.400024,639.000000,635.594604,3140827
2022-09-07,637.200012,644.200012,628.400024,644.200012,640.766907,3062587
2022-09-08,645.599976,645.599976,627.000000,640.400024,636.987183,4003155
2022-09-09,651.400024,660.599976,648.200012,658.400024,654.891235,2256436
2022-09-12,660.799988,669.000000,659.000000,669.000000,665.434753,7698727
2022-09-13,668.000000,668.960022,643.000000,643.000000,639.573303,2950848
2022-09-14,641.599976,641.599976,615.000000,622.799988,619.480957,2830838
2022-09-15,623.799988,631.400024,618.799988,620.799988,617.491577,2910994
